Id,Remark,Name,Icon,Desc,Type,TypeNum,备注,Synthesis,MaxNum,Shop,CurrencyType,Value,PurchaseRestriction,Quality
411022,机甲星旅手机壳,411022Name,,411022Text,11,,,,999,,1,800,,3
411023,雨夜刃影手机壳,411023Name,,411023Text,11,,,,999,,1,800,,3
411024,虚空战歌手机壳,411024Name,,411024Text,11,,,,999,,1,800,,3
411025,猫屿午后手机壳,411025Name,,411025Text,11,,,,999,,1,800,,3
411026,雪落狐踪手机壳,411026Name,,411026Text,11,,,,999,,1,1000,,4
411027,深海人鱼手机壳,411027Name,,411027Text,11,,,,999,,1,1000,,4
411028,林间萤火手机壳,411028Name,,411028Text,11,,,,999,,1,1000,,4
411029,浅海碎浪手机壳,411029Name,,411029Text,11,,,,999,,1,1200,,5
412000,星野休憩贴纸,412000Name,,412000Text,11,,,,999,,1,400,,1
412001,晚风橘绘贴纸,412001Name,,412001Text,11,,,,999,,1,400,,1
412002,窗边白笺贴纸,412002Name,,412002Text,11,,,,999,,1,400,,1
412003,青空信约贴纸,412003Name,,412003Text,11,,,,999,,1,400,,1
412004,樱花私语贴纸,412004Name,,412004Text,11,,,,999,,1,400,,1
412005,星轨魔导贴纸,412005Name,,412005Text,11,,,,999,,1,400,,1
412006,雾境魔女贴纸,412006Name,,412006Text,11,,,,999,,1,400,,1
412007,月光咒印贴纸,412007Name,,412007Text,11,,,,999,,1,400,,1
412008,冰晶灵使贴纸,412008Name,,412008Text,11,,,,999,,1,400,,1
412009,云间神谕贴纸,412009Name,,412009Text,11,,,,999,,1,400,,1
412010,课间碎光贴纸,412010Name,,412010Text,11,,,,999,,1,400,,1
412011,校服晚风贴纸,412011Name,,412011Text,11,,,,999,,1,400,,1
412012,操场落日贴纸,412012Name,,412012Text,11,,,,999,,1,600,,2
412013,图书馆秘思贴纸,412013Name,,412013Text,11,,,,999,,1,600,,2
412014,天台告白贴纸,412014Name,,412014Text,11,,,,999,,1,600,,2
412015,月下青衫贴纸,412015Name,,412015Text,11,,,,999,,1,600,,2
412016,桃枝执扇贴纸,412016Name,,412016Text,11,,,,999,,1,600,,2
412017,山河辞赋贴纸,412017Name,,412017Text,11,,,,999,,1,600,,2
412018,云袖清欢贴纸,412018Name,,412018Text,11,,,,999,,1,600,,2
412019,灯影红笺贴纸,412019Name,,412019Text,11,,,,999,,1,600,,2
412020,霓虹战姬贴纸,412020Name,,412020Text,11,,,,999,,1,800,,3
412021,深空巡卫贴纸,412021Name,,412021Text,11,,,,999,,1,800,,3
412022,机甲星旅贴纸,412022Name,,412022Text,11,,,,999,,1,800,,3
412023,雨夜刃影贴纸,412023Name,,412023Text,11,,,,999,,1,800,,3
412024,虚空战歌贴纸,412024Name,,412024Text,11,,,,999,,1,800,,3
412025,猫屿午后贴纸,412025Name,,412025Text,11,,,,999,,1,800,,3
412026,雪落狐踪贴纸,412026Name,,412026Text,11,,,,999,,1,1000,,4
412027,深海人鱼贴纸,412027Name,,412027Text,11,,,,999,,1,1000,,4
412028,林间萤火贴纸,412028Name,,412028Text,11,,,,999,,1,1000,,4
412029,浅海碎浪贴纸,412029Name,,412029Text,11,,,,999,,1,1200,,5
413000,星野休憩本子,413000Name,,413000Text,11,,,,999,,1,400,,1
413001,晚风橘绘本子,413001Name,,413001Text,11,,,,999,,1,400,,1
413002,窗边白笺本子,413002Name,,413002Text,11,,,,999,,1,400,,1
413003,青空信约本子,413003Name,,413003Text,11,,,,999,,1,400,,1
413004,樱花私语本子,413004Name,,413004Text,11,,,,999,,1,400,,1
413005,星轨魔导本子,413005Name,,413005Text,11,,,,999,,1,400,,1
413006,雾境魔女本子,413006Name,,413006Text,11,,,,999,,1,400,,1
413007,月光咒印本子,413007Name,,413007Text,11,,,,999,,1,400,,1
413008,冰晶灵使本子,413008Name,,413008Text,11,,,,999,,1,400,,1
413009,云间神谕本子,413009Name,,413009Text,11,,,,999,,1,400,,1
413010,课间碎光本子,413010Name,,413010Text,11,,,,999,,1,400,,1
413011,校服晚风本子,413011Name,,413011Text,11,,,,999,,1,400,,1
413012,操场落日本子,413012Name,,413012Text,11,,,,999,,1,600,,2
413013,图书馆秘思本子,413013Name,,413013Text,11,,,,999,,1,600,,2
413014,天台告白本子,413014Name,,413014Text,11,,,,999,,1,600,,2
413015,月下青衫本子,413015Name,,413015Text,11,,,,999,,1,600,,2
413016,桃枝执扇本子,413016Name,,413016Text,11,,,,999,,1,600,,2
413017,山河辞赋本子,413017Name,,413017Text,11,,,,999,,1,600,,2
413018,云袖清欢本子,413018Name,,413018Text,11,,,,999,,1,600,,2
413019,灯影红笺本子,413019Name,,413019Text,11,,,,999,,1,600,,2
413020,霓虹战姬本子,413020Name,,413020Text,11,,,,999,,1,800,,3
413021,深空巡卫本子,413021Name,,413021Text,11,,,,999,,1,800,,3
413022,机甲星旅本子,413022Name,,413022Text,11,,,,999,,1,800,,3
413023,雨夜刃影本子,413023Name,,413023Text,11,,,,999,,1,800,,3
413024,虚空战歌本子,413024Name,,413024Text,11,,,,999,,1,800,,3
413025,猫屿午后本子,413025Name,,413025Text,11,,,,999,,1,800,,3
413026,雪落狐踪本子,413026Name,,413026Text,11,,,,999,,1,1000,,4
413027,深海人鱼本子,413027Name,,413027Text,11,,,,999,,1,1000,,4
413028,林间萤火本子,413028Name,,413028Text,11,,,,999,,1,1000,,4
413029,浅海碎浪本子,413029Name,,413029Text,11,,,,999,,1,1200,,5
414000,星野休憩钥匙扣,414000Name,,414000Text,11,,,,999,,1,400,,1
414001,晚风橘绘钥匙扣,414001Name,,414001Text,11,,,,999,,1,400,,1
414002,窗边白笺钥匙扣,414002Name,,414002Text,11,,,,999,,1,400,,1
414003,青空信约钥匙扣,414003Name,,414003Text,11,,,,999,,1,400,,1
414004,樱花私语钥匙扣,414004Name,,414004Text,11,,,,999,,1,400,,1
414005,星轨魔导钥匙扣,414005Name,,414005Text,11,,,,999,,1,400,,1
414006,雾境魔女钥匙扣,414006Name,,414006Text,11,,,,999,,1,400,,1
414007,月光咒印钥匙扣,414007Name,,414007Text,11,,,,999,,1,400,,1
414008,冰晶灵使钥匙扣,414008Name,,414008Text,11,,,,999,,1,400,,1
414009,云间神谕钥匙扣,414009Name,,414009Text,11,,,,999,,1,400,,1
414010,课间碎光钥匙扣,414010Name,,414010Text,11,,,,999,,1,400,,1
414011,校服晚风钥匙扣,414011Name,,414011Text,11,,,,999,,1,400,,1
414012,操场落日钥匙扣,414012Name,,414012Text,11,,,,999,,1,600,,2
414013,图书馆秘思钥匙扣,414013Name,,414013Text,11,,,,999,,1,600,,2
414014,天台告白钥匙扣,414014Name,,414014Text,11,,,,999,,1,600,,2
414015,月下青衫钥匙扣,414015Name,,414015Text,11,,,,999,,1,600,,2
414016,桃枝执扇钥匙扣,414016Name,,414016Text,11,,,,999,,1,600,,2
414017,山河辞赋钥匙扣,414017Name,,414017Text,11,,,,999,,1,600,,2
414018,云袖清欢钥匙扣,414018Name,,414018Text,11,,,,999,,1,600,,2
414019,灯影红笺钥匙扣,414019Name,,414019Text,11,,,,999,,1,600,,2
414020,霓虹战姬钥匙扣,414020Name,,414020Text,11,,,,999,,1,800,,3
414021,深空巡卫钥匙扣,414021Name,,414021Text,11,,,,999,,1,800,,3
414022,机甲星旅钥匙扣,414022Name,,414022Text,11,,,,999,,1,800,,3
414023,雨夜刃影钥匙扣,414023Name,,414023Text,11,,,,999,,1,800,,3
414024,虚空战歌钥匙扣,414024Name,,414024Text,11,,,,999,,1,800,,3
414025,猫屿午后钥匙扣,414025Name,,414025Text,11,,,,999,,1,800,,3
414026,雪落狐踪钥匙扣,414026Name,,414026Text,11,,,,999,,1,1000,,4
414027,深海人鱼钥匙扣,414027Name,,414027Text,11,,,,999,,1,1000,,4
414028,林间萤火钥匙扣,414028Name,,414028Text,11,,,,999,,1,1000,,4
414029,浅海碎浪钥匙扣,414029Name,,414029Text,11,,,,999,,1,1200,,5
415000,星野休憩T-恤,415000Name,,415000Text,11,,,,999,,1,400,,1
415001,晚风橘绘T-恤,415001Name,,415001Text,11,,,,999,,1,400,,1
415002,窗边白笺T-恤,415002Name,,415002Text,11,,,,999,,1,400,,1
415003,青空信约T-恤,415003Name,,415003Text,11,,,,999,,1,400,,1
415004,樱花私语T-恤,415004Name,,415004Text,11,,,,999,,1,400,,1
415005,星轨魔导T-恤,415005Name,,415005Text,11,,,,999,,1,400,,1
415006,雾境魔女T-恤,415006Name,,415006Text,11,,,,999,,1,400,,1
415007,月光咒印T-恤,415007Name,,415007Text,11,,,,999,,1,400,,1
415008,冰晶灵使T-恤,415008Name,,415008Text,11,,,,999,,1,400,,1
415009,云间神谕T-恤,415009Name,,415009Text,11,,,,999,,1,400,,1
415010,课间碎光T-恤,415010Name,,415010Text,11,,,,999,,1,400,,1
415011,校服晚风T-恤,415011Name,,415011Text,11,,,,999,,1,400,,1
415012,操场落日T-恤,415012Name,,415012Text,11,,,,999,,1,600,,2
415013,图书馆秘思T-恤,415013Name,,415013Text,11,,,,999,,1,600,,2
415014,天台告白T-恤,415014Name,,415014Text,11,,,,999,,1,600,,2
415015,月下青衫T-恤,415015Name,,415015Text,11,,,,999,,1,600,,2
415016,桃枝执扇T-恤,415016Name,,415016Text,11,,,,999,,1,600,,2
415017,山河辞赋T-恤,415017Name,,415017Text,11,,,,999,,1,600,,2
415018,云袖清欢T-恤,415018Name,,415018Text,11,,,,999,,1,600,,2
415019,灯影红笺T-恤,415019Name,,415019Text,11,,,,999,,1,600,,2
415020,霓虹战姬T-恤,415020Name,,415020Text,11,,,,999,,1,800,,3
415021,深空巡卫T-恤,415021Name,,415021Text,11,,,,999,,1,800,,3
415022,机甲星旅T-恤,415022Name,,415022Text,11,,,,999,,1,800,,3
415023,雨夜刃影T-恤,415023Name,,415023Text,11,,,,999,,1,800,,3
415024,虚空战歌T-恤,415024Name,,415024Text,11,,,,999,,1,800,,3
415025,猫屿午后T-恤,415025Name,,415025Text,11,,,,999,,1,800,,3
415026,雪落狐踪T-恤,415026Name,,415026Text,11,,,,999,,1,1000,,4
415027,深海人鱼T-恤,415027Name,,415027Text,11,,,,999,,1,1000,,4
415028,林间萤火T-恤,415028Name,,415028Text,11,,,,999,,1,1000,,4
415029,浅海碎浪T-恤,415029Name,,415029Text,11,,,,999,,1,1200,,5
