Id,Remark,Name,Icon,Desc,Type,TypeNum,备注,Synthesis,MaxNum,Shop,CurrencyType,Value,PurchaseRestriction,Quality
510012,操场落日镭射票,510012Name,510012Icon,510012Text,13,,,,999,,1,600,,2
510013,图书馆秘思镭射票,510013Name,510013Icon,510013Text,13,,,,999,,1,600,,2
510014,天台告白镭射票,510014Name,510014Icon,510014Text,13,,,,999,,1,600,,2
510015,月下青衫镭射票,510015Name,510015Icon,510015Text,13,,,,999,,1,600,,2
510016,桃枝执扇镭射票,510016Name,510016Icon,510016Text,13,,,,999,,1,600,,2
510017,山河辞赋镭射票,510017Name,510017Icon,510017Text,13,,,,999,,1,600,,2
510018,云袖清欢镭射票,510018Name,510018Icon,510018Text,13,,,,999,,1,600,,2
510019,灯影红笺镭射票,510019Name,510019Icon,510019Text,13,,,,999,,1,600,,2
510020,霓虹战姬镭射票,510020Name,510020Icon,510020Text,13,,,,999,,1,800,,3
510021,深空巡卫镭射票,510021Name,510021Icon,510021Text,13,,,,999,,1,800,,3
510022,机甲星旅镭射票,510022Name,510022Icon,510022Text,13,,,,999,,1,800,,3
510023,雨夜刃影镭射票,510023Name,510023Icon,510023Text,13,,,,999,,1,800,,3
510024,虚空战歌镭射票,510024Name,510024Icon,510024Text,13,,,,999,,1,800,,3
510025,猫屿午后镭射票,510025Name,510025Icon,510025Text,13,,,,999,,1,800,,3
510026,雪落狐踪镭射票,510026Name,510026Icon,510026Text,13,,,,999,,1,1000,,4
510027,深海人鱼镭射票,510027Name,510027Icon,510027Text,13,,,,999,,1,1000,,4
510028,林间萤火镭射票,510028Name,510028Icon,510028Text,13,,,,999,,1,1000,,4
510029,浅海碎浪镭射票,510029Name,510029Icon,510029Text,13,,,,999,,1,1200,,5
511000,星野休憩手机壳,511000Name,511000Icon,511000Text,13,,,,999,,1,400,,1
511001,晚风橘绘手机壳,511001Name,511001Icon,511001Text,13,,,,999,,1,400,,1
511002,窗边白笺手机壳,511002Name,511002Icon,511002Text,13,,,,999,,1,400,,1
511003,青空信约手机壳,511003Name,511003Icon,511003Text,13,,,,999,,1,400,,1
511004,樱花私语手机壳,511004Name,511004Icon,511004Text,13,,,,999,,1,400,,1
511005,星轨魔导手机壳,511005Name,511005Icon,511005Text,13,,,,999,,1,400,,1
511006,雾境魔女手机壳,511006Name,511006Icon,511006Text,13,,,,999,,1,400,,1
511007,月光咒印手机壳,511007Name,511007Icon,511007Text,13,,,,999,,1,400,,1
511008,冰晶灵使手机壳,511008Name,511008Icon,511008Text,13,,,,999,,1,400,,1
511009,云间神谕手机壳,511009Name,511009Icon,511009Text,13,,,,999,,1,400,,1
511010,课间碎光手机壳,511010Name,511010Icon,511010Text,13,,,,999,,1,400,,1
511011,校服晚风手机壳,511011Name,511011Icon,511011Text,13,,,,999,,1,400,,1
511012,操场落日手机壳,511012Name,511012Icon,511012Text,13,,,,999,,1,600,,2
511013,图书馆秘思手机壳,511013Name,511013Icon,511013Text,13,,,,999,,1,600,,2
511014,天台告白手机壳,511014Name,511014Icon,511014Text,13,,,,999,,1,600,,2
511015,月下青衫手机壳,511015Name,511015Icon,511015Text,13,,,,999,,1,600,,2
511016,桃枝执扇手机壳,511016Name,511016Icon,511016Text,13,,,,999,,1,600,,2
511017,山河辞赋手机壳,511017Name,511017Icon,511017Text,13,,,,999,,1,600,,2
511018,云袖清欢手机壳,511018Name,511018Icon,511018Text,13,,,,999,,1,600,,2
511019,灯影红笺手机壳,511019Name,511019Icon,511019Text,13,,,,999,,1,600,,2
511020,霓虹战姬手机壳,511020Name,511020Icon,511020Text,13,,,,999,,1,800,,3
511021,深空巡卫手机壳,511021Name,511021Icon,511021Text,13,,,,999,,1,800,,3
511022,机甲星旅手机壳,511022Name,511022Icon,511022Text,13,,,,999,,1,800,,3
511023,雨夜刃影手机壳,511023Name,511023Icon,511023Text,13,,,,999,,1,800,,3
511024,虚空战歌手机壳,511024Name,511024Icon,511024Text,13,,,,999,,1,800,,3
511025,猫屿午后手机壳,511025Name,511025Icon,511025Text,13,,,,999,,1,800,,3
511026,雪落狐踪手机壳,511026Name,511026Icon,511026Text,13,,,,999,,1,1000,,4
511027,深海人鱼手机壳,511027Name,511027Icon,511027Text,13,,,,999,,1,1000,,4
511028,林间萤火手机壳,511028Name,511028Icon,511028Text,13,,,,999,,1,1000,,4
511029,浅海碎浪手机壳,511029Name,511029Icon,511029Text,13,,,,999,,1,1200,,5
512000,星野休憩贴纸,512000Name,512000Icon,512000Text,13,,,,999,,1,400,,1
512001,晚风橘绘贴纸,512001Name,512001Icon,512001Text,13,,,,999,,1,400,,1
512002,窗边白笺贴纸,512002Name,512002Icon,512002Text,13,,,,999,,1,400,,1
512003,青空信约贴纸,512003Name,512003Icon,512003Text,13,,,,999,,1,400,,1
512004,樱花私语贴纸,512004Name,512004Icon,512004Text,13,,,,999,,1,400,,1
512005,星轨魔导贴纸,512005Name,512005Icon,512005Text,13,,,,999,,1,400,,1
512006,雾境魔女贴纸,512006Name,512006Icon,512006Text,13,,,,999,,1,400,,1
512007,月光咒印贴纸,512007Name,512007Icon,512007Text,13,,,,999,,1,400,,1
512008,冰晶灵使贴纸,512008Name,512008Icon,512008Text,13,,,,999,,1,400,,1
512009,云间神谕贴纸,512009Name,512009Icon,512009Text,13,,,,999,,1,400,,1
512010,课间碎光贴纸,512010Name,512010Icon,512010Text,13,,,,999,,1,400,,1
512011,校服晚风贴纸,512011Name,512011Icon,512011Text,13,,,,999,,1,400,,1
512012,操场落日贴纸,512012Name,512012Icon,512012Text,13,,,,999,,1,600,,2
512013,图书馆秘思贴纸,512013Name,512013Icon,512013Text,13,,,,999,,1,600,,2
512014,天台告白贴纸,512014Name,512014Icon,512014Text,13,,,,999,,1,600,,2
512015,月下青衫贴纸,512015Name,512015Icon,512015Text,13,,,,999,,1,600,,2
512016,桃枝执扇贴纸,512016Name,512016Icon,512016Text,13,,,,999,,1,600,,2
512017,山河辞赋贴纸,512017Name,512017Icon,512017Text,13,,,,999,,1,600,,2
512018,云袖清欢贴纸,512018Name,512018Icon,512018Text,13,,,,999,,1,600,,2
512019,灯影红笺贴纸,512019Name,512019Icon,512019Text,13,,,,999,,1,600,,2
512020,霓虹战姬贴纸,512020Name,512020Icon,512020Text,13,,,,999,,1,800,,3
512021,深空巡卫贴纸,512021Name,512021Icon,512021Text,13,,,,999,,1,800,,3
512022,机甲星旅贴纸,512022Name,512022Icon,512022Text,13,,,,999,,1,800,,3
512023,雨夜刃影贴纸,512023Name,512023Icon,512023Text,13,,,,999,,1,800,,3
512024,虚空战歌贴纸,512024Name,512024Icon,512024Text,13,,,,999,,1,800,,3
512025,猫屿午后贴纸,512025Name,512025Icon,512025Text,13,,,,999,,1,800,,3
512026,雪落狐踪贴纸,512026Name,512026Icon,512026Text,13,,,,999,,1,1000,,4
512027,深海人鱼贴纸,512027Name,512027Icon,512027Text,13,,,,999,,1,1000,,4
512028,林间萤火贴纸,512028Name,512028Icon,512028Text,13,,,,999,,1,1000,,4
512029,浅海碎浪贴纸,512029Name,512029Icon,512029Text,13,,,,999,,1,1200,,5
513000,星野休憩本子,513000Name,513000Icon,513000Text,13,,,,999,,1,400,,1
513001,晚风橘绘本子,513001Name,513001Icon,513001Text,13,,,,999,,1,400,,1
513002,窗边白笺本子,513002Name,513002Icon,513002Text,13,,,,999,,1,400,,1
513003,青空信约本子,513003Name,513003Icon,513003Text,13,,,,999,,1,400,,1
513004,樱花私语本子,513004Name,513004Icon,513004Text,13,,,,999,,1,400,,1
513005,星轨魔导本子,513005Name,513005Icon,513005Text,13,,,,999,,1,400,,1
513006,雾境魔女本子,513006Name,513006Icon,513006Text,13,,,,999,,1,400,,1
513007,月光咒印本子,513007Name,513007Icon,513007Text,13,,,,999,,1,400,,1
513008,冰晶灵使本子,513008Name,513008Icon,513008Text,13,,,,999,,1,400,,1
513009,云间神谕本子,513009Name,513009Icon,513009Text,13,,,,999,,1,400,,1
513010,课间碎光本子,513010Name,513010Icon,513010Text,13,,,,999,,1,400,,1
513011,校服晚风本子,513011Name,513011Icon,513011Text,13,,,,999,,1,400,,1
513012,操场落日本子,513012Name,513012Icon,513012Text,13,,,,999,,1,600,,2
513013,图书馆秘思本子,513013Name,513013Icon,513013Text,13,,,,999,,1,600,,2
513014,天台告白本子,513014Name,513014Icon,513014Text,13,,,,999,,1,600,,2
513015,月下青衫本子,513015Name,513015Icon,513015Text,13,,,,999,,1,600,,2
513016,桃枝执扇本子,513016Name,513016Icon,513016Text,13,,,,999,,1,600,,2
513017,山河辞赋本子,513017Name,513017Icon,513017Text,13,,,,999,,1,600,,2
513018,云袖清欢本子,513018Name,513018Icon,513018Text,13,,,,999,,1,600,,2
513019,灯影红笺本子,513019Name,513019Icon,513019Text,13,,,,999,,1,600,,2
513020,霓虹战姬本子,513020Name,513020Icon,513020Text,13,,,,999,,1,800,,3
513021,深空巡卫本子,513021Name,513021Icon,513021Text,13,,,,999,,1,800,,3
513022,机甲星旅本子,513022Name,513022Icon,513022Text,13,,,,999,,1,800,,3
513023,雨夜刃影本子,513023Name,513023Icon,513023Text,13,,,,999,,1,800,,3
513024,虚空战歌本子,513024Name,513024Icon,513024Text,13,,,,999,,1,800,,3
513025,猫屿午后本子,513025Name,513025Icon,513025Text,13,,,,999,,1,800,,3
513026,雪落狐踪本子,513026Name,513026Icon,513026Text,13,,,,999,,1,1000,,4
513027,深海人鱼本子,513027Name,513027Icon,513027Text,13,,,,999,,1,1000,,4
513028,林间萤火本子,513028Name,513028Icon,513028Text,13,,,,999,,1,1000,,4
513029,浅海碎浪本子,513029Name,513029Icon,513029Text,13,,,,999,,1,1200,,5
514000,星野休憩钥匙扣,514000Name,514000Icon,514000Text,13,,,,999,,1,400,,1
514001,晚风橘绘钥匙扣,514001Name,514001Icon,514001Text,13,,,,999,,1,400,,1
514002,窗边白笺钥匙扣,514002Name,514002Icon,514002Text,13,,,,999,,1,400,,1
514003,青空信约钥匙扣,514003Name,514003Icon,514003Text,13,,,,999,,1,400,,1
514004,樱花私语钥匙扣,514004Name,514004Icon,514004Text,13,,,,999,,1,400,,1
514005,星轨魔导钥匙扣,514005Name,514005Icon,514005Text,13,,,,999,,1,400,,1
514006,雾境魔女钥匙扣,514006Name,514006Icon,514006Text,13,,,,999,,1,400,,1
514007,月光咒印钥匙扣,514007Name,514007Icon,514007Text,13,,,,999,,1,400,,1
514008,冰晶灵使钥匙扣,514008Name,514008Icon,514008Text,13,,,,999,,1,400,,1
514009,云间神谕钥匙扣,514009Name,514009Icon,514009Text,13,,,,999,,1,400,,1
514010,课间碎光钥匙扣,514010Name,514010Icon,514010Text,13,,,,999,,1,400,,1
514011,校服晚风钥匙扣,514011Name,514011Icon,514011Text,13,,,,999,,1,400,,1
514012,操场落日钥匙扣,514012Name,514012Icon,514012Text,13,,,,999,,1,600,,2
514013,图书馆秘思钥匙扣,514013Name,514013Icon,514013Text,13,,,,999,,1,600,,2
514014,天台告白钥匙扣,514014Name,514014Icon,514014Text,13,,,,999,,1,600,,2
514015,月下青衫钥匙扣,514015Name,514015Icon,514015Text,13,,,,999,,1,600,,2
514016,桃枝执扇钥匙扣,514016Name,514016Icon,514016Text,13,,,,999,,1,600,,2
514017,山河辞赋钥匙扣,514017Name,514017Icon,514017Text,13,,,,999,,1,600,,2
514018,云袖清欢钥匙扣,514018Name,514018Icon,514018Text,13,,,,999,,1,600,,2
514019,灯影红笺钥匙扣,514019Name,514019Icon,514019Text,13,,,,999,,1,600,,2
514020,霓虹战姬钥匙扣,514020Name,514020Icon,514020Text,13,,,,999,,1,800,,3
514021,深空巡卫钥匙扣,514021Name,514021Icon,514021Text,13,,,,999,,1,800,,3
514022,机甲星旅钥匙扣,514022Name,514022Icon,514022Text,13,,,,999,,1,800,,3
514023,雨夜刃影钥匙扣,514023Name,514023Icon,514023Text,13,,,,999,,1,800,,3
514024,虚空战歌钥匙扣,514024Name,514024Icon,514024Text,13,,,,999,,1,800,,3
514025,猫屿午后钥匙扣,514025Name,514025Icon,514025Text,13,,,,999,,1,800,,3
514026,雪落狐踪钥匙扣,514026Name,514026Icon,514026Text,13,,,,999,,1,1000,,4
514027,深海人鱼钥匙扣,514027Name,514027Icon,514027Text,13,,,,999,,1,1000,,4
514028,林间萤火钥匙扣,514028Name,514028Icon,514028Text,13,,,,999,,1,1000,,4
514029,浅海碎浪钥匙扣,514029Name,514029Icon,514029Text,13,,,,999,,1,1200,,5
515000,星野休憩T-恤,515000Name,515000Icon,515000Text,13,,,,999,,1,400,,1
515001,晚风橘绘T-恤,515001Name,515001Icon,515001Text,13,,,,999,,1,400,,1
515002,窗边白笺T-恤,515002Name,515002Icon,515002Text,13,,,,999,,1,400,,1
515003,青空信约T-恤,515003Name,515003Icon,515003Text,13,,,,999,,1,400,,1
515004,樱花私语T-恤,515004Name,515004Icon,515004Text,13,,,,999,,1,400,,1
515005,星轨魔导T-恤,515005Name,515005Icon,515005Text,13,,,,999,,1,400,,1
515006,雾境魔女T-恤,515006Name,515006Icon,515006Text,13,,,,999,,1,400,,1
515007,月光咒印T-恤,515007Name,515007Icon,515007Text,13,,,,999,,1,400,,1
515008,冰晶灵使T-恤,515008Name,515008Icon,515008Text,13,,,,999,,1,400,,1
515009,云间神谕T-恤,515009Name,515009Icon,515009Text,13,,,,999,,1,400,,1
515010,课间碎光T-恤,515010Name,515010Icon,515010Text,13,,,,999,,1,400,,1
515011,校服晚风T-恤,515011Name,515011Icon,515011Text,13,,,,999,,1,400,,1
515012,操场落日T-恤,515012Name,515012Icon,515012Text,13,,,,999,,1,600,,2
515013,图书馆秘思T-恤,515013Name,515013Icon,515013Text,13,,,,999,,1,600,,2
515014,天台告白T-恤,515014Name,515014Icon,515014Text,13,,,,999,,1,600,,2
515015,月下青衫T-恤,515015Name,515015Icon,515015Text,13,,,,999,,1,600,,2
515016,桃枝执扇T-恤,515016Name,515016Icon,515016Text,13,,,,999,,1,600,,2
515017,山河辞赋T-恤,515017Name,515017Icon,515017Text,13,,,,999,,1,600,,2
515018,云袖清欢T-恤,515018Name,515018Icon,515018Text,13,,,,999,,1,600,,2
515019,灯影红笺T-恤,515019Name,515019Icon,515019Text,13,,,,999,,1,600,,2
515020,霓虹战姬T-恤,515020Name,515020Icon,515020Text,13,,,,999,,1,800,,3
515021,深空巡卫T-恤,515021Name,515021Icon,515021Text,13,,,,999,,1,800,,3
515022,机甲星旅T-恤,515022Name,515022Icon,515022Text,13,,,,999,,1,800,,3
515023,雨夜刃影T-恤,515023Name,515023Icon,515023Text,13,,,,999,,1,800,,3
515024,虚空战歌T-恤,515024Name,515024Icon,515024Text,13,,,,999,,1,800,,3
515025,猫屿午后T-恤,515025Name,515025Icon,515025Text,13,,,,999,,1,800,,3
515026,雪落狐踪T-恤,515026Name,515026Icon,515026Text,13,,,,999,,1,1000,,4
515027,深海人鱼T-恤,515027Name,515027Icon,515027Text,13,,,,999,,1,1000,,4
515028,林间萤火T-恤,515028Name,515028Icon,515028Text,13,,,,999,,1,1000,,4
515029,浅海碎浪T-恤,515029Name,515029Icon,515029Text,13,,,,999,,1,1200,,5
600000,星野休憩徽章(次品),600000Name,600000Icon,600000Text,13,,,,999,,1,200,,1
600001,晚风橘绘徽章(次品),600001Name,600001Icon,600001Text,13,,,,999,,1,200,,1
600002,窗边白笺徽章(次品),600002Name,600002Icon,600002Text,13,,,,999,,1,200,,1
600003,青空信约徽章(次品),600003Name,600003Icon,600003Text,13,,,,999,,1,200,,1
600004,樱花私语徽章(次品),600004Name,600004Icon,600004Text,13,,,,999,,1,200,,1
600005,星轨魔导徽章(次品),600005Name,600005Icon,600005Text,13,,,,999,,1,200,,1
600006,雾境魔女徽章(次品),600006Name,600006Icon,600006Text,13,,,,999,,1,200,,1
600007,月光咒印徽章(次品),600007Name,600007Icon,600007Text,13,,,,999,,1,200,,1
600008,冰晶灵使徽章(次品),600008Name,600008Icon,600008Text,13,,,,999,,1,200,,1
600009,云间神谕徽章(次品),600009Name,600009Icon,600009Text,13,,,,999,,1,200,,1
600010,课间碎光徽章(次品),600010Name,600010Icon,600010Text,13,,,,999,,1,200,,1
600011,校服晚风徽章(次品),600011Name,600011Icon,600011Text,13,,,,999,,1,200,,1
600012,操场落日徽章(次品),600012Name,600012Icon,600012Text,13,,,,999,,1,300,,2
600013,图书馆秘思徽章(次品),600013Name,600013Icon,600013Text,13,,,,999,,1,300,,2
600014,天台告白徽章(次品),600014Name,600014Icon,600014Text,13,,,,999,,1,300,,2
600015,月下青衫徽章(次品),600015Name,600015Icon,600015Text,13,,,,999,,1,300,,2
600016,桃枝执扇徽章(次品),600016Name,600016Icon,600016Text,13,,,,999,,1,300,,2
600017,山河辞赋徽章(次品),600017Name,600017Icon,600017Text,13,,,,999,,1,300,,2
600018,云袖清欢徽章(次品),600018Name,600018Icon,600018Text,13,,,,999,,1,300,,2
600019,灯影红笺徽章(次品),600019Name,600019Icon,600019Text,13,,,,999,,1,300,,2
600020,霓虹战姬徽章(次品),600020Name,600020Icon,600020Text,13,,,,999,,1,400,,3
600021,深空巡卫徽章(次品),600021Name,600021Icon,600021Text,13,,,,999,,1,400,,3
600022,机甲星旅徽章(次品),600022Name,600022Icon,600022Text,13,,,,999,,1,400,,3
600023,雨夜刃影徽章(次品),600023Name,600023Icon,600023Text,13,,,,999,,1,400,,3
600024,虚空战歌徽章(次品),600024Name,600024Icon,600024Text,13,,,,999,,1,400,,3
600025,猫屿午后徽章(次品),600025Name,600025Icon,600025Text,13,,,,999,,1,400,,3
600026,雪落狐踪徽章(次品),600026Name,600026Icon,600026Text,13,,,,999,,1,500,,4
600027,深海人鱼徽章(次品),600027Name,600027Icon,600027Text,13,,,,999,,1,500,,4
600028,林间萤火徽章(次品),600028Name,600028Icon,600028Text,13,,,,999,,1,500,,4
600029,浅海碎浪徽章(次品),600029Name,600029Icon,600029Text,13,,,,999,,1,600,,5
601000,星野休憩画册(次品),601000Name,601000Icon,601000Text,13,,,,999,,1,300,,2
601001,晚风橘绘画册(次品),601001Name,601001Icon,601001Text,13,,,,999,,1,300,,2
601002,窗边白笺画册(次品),601002Name,601002Icon,601002Text,13,,,,999,,1,300,,2
601003,青空信约画册(次品),601003Name,601003Icon,601003Text,13,,,,999,,1,300,,2
601004,樱花私语画册(次品),601004Name,601004Icon,601004Text,13,,,,999,,1,300,,2
601005,星轨魔导画册(次品),601005Name,601005Icon,601005Text,13,,,,999,,1,300,,2
601006,雾境魔女画册(次品),601006Name,601006Icon,601006Text,13,,,,999,,1,300,,2
601007,月光咒印画册(次品),601007Name,601007Icon,601007Text,13,,,,999,,1,300,,2
601008,冰晶灵使画册(次品),601008Name,601008Icon,601008Text,13,,,,999,,1,300,,2
601009,云间神谕画册(次品),601009Name,601009Icon,601009Text,13,,,,999,,1,300,,2
601010,课间碎光画册(次品),601010Name,601010Icon,601010Text,13,,,,999,,1,300,,2
601011,校服晚风画册(次品),601011Name,601011Icon,601011Text,13,,,,999,,1,300,,2
601012,操场落日画册(次品),601012Name,601012Icon,601012Text,13,,,,999,,1,400,,2
601013,图书馆秘思画册(次品),601013Name,601013Icon,601013Text,13,,,,999,,1,400,,2
601014,天台告白画册(次品),601014Name,601014Icon,601014Text,13,,,,999,,1,400,,2
601015,月下青衫画册(次品),601015Name,601015Icon,601015Text,13,,,,999,,1,400,,2
601016,桃枝执扇画册(次品),601016Name,601016Icon,601016Text,13,,,,999,,1,400,,2
601017,山河辞赋画册(次品),601017Name,601017Icon,601017Text,13,,,,999,,1,400,,2
601018,云袖清欢画册(次品),601018Name,601018Icon,601018Text,13,,,,999,,1,400,,2
601019,灯影红笺画册(次品),601019Name,601019Icon,601019Text,13,,,,999,,1,400,,2
601020,霓虹战姬画册(次品),601020Name,601020Icon,601020Text,13,,,,999,,1,500,,3
601021,深空巡卫画册(次品),601021Name,601021Icon,601021Text,13,,,,999,,1,500,,3
601022,机甲星旅画册(次品),601022Name,601022Icon,601022Text,13,,,,999,,1,500,,3
601023,雨夜刃影画册(次品),601023Name,601023Icon,601023Text,13,,,,999,,1,500,,3
601024,虚空战歌画册(次品),601024Name,601024Icon,601024Text,13,,,,999,,1,500,,3
601025,猫屿午后画册(次品),601025Name,601025Icon,601025Text,13,,,,999,,1,500,,3
601026,雪落狐踪画册(次品),601026Name,601026Icon,601026Text,13,,,,999,,1,600,,4
601027,深海人鱼画册(次品),601027Name,601027Icon,601027Text,13,,,,999,,1,600,,4
601028,林间萤火画册(次品),601028Name,601028Icon,601028Text,13,,,,999,,1,600,,4
601029,浅海碎浪画册(次品),601029Name,601029Icon,601029Text,13,,,,999,,1,700,,5
602000,星野休憩抱枕(次品),602000Name,602000Icon,602000Text,13,,,,999,,1,400,,3
602001,晚风橘绘抱枕(次品),602001Name,602001Icon,602001Text,13,,,,999,,1,400,,3
602002,窗边白笺抱枕(次品),602002Name,602002Icon,602002Text,13,,,,999,,1,400,,3
602003,青空信约抱枕(次品),602003Name,602003Icon,602003Text,13,,,,999,,1,400,,3
602004,樱花私语抱枕(次品),602004Name,602004Icon,602004Text,13,,,,999,,1,400,,3
602005,星轨魔导抱枕(次品),602005Name,602005Icon,602005Text,13,,,,999,,1,400,,3
602006,雾境魔女抱枕(次品),602006Name,602006Icon,602006Text,13,,,,999,,1,400,,3
602007,月光咒印抱枕(次品),602007Name,602007Icon,602007Text,13,,,,999,,1,400,,3
602008,冰晶灵使抱枕(次品),602008Name,602008Icon,602008Text,13,,,,999,,1,400,,3
602009,云间神谕抱枕(次品),602009Name,602009Icon,602009Text,13,,,,999,,1,400,,3
602010,课间碎光抱枕(次品),602010Name,602010Icon,602010Text,13,,,,999,,1,400,,3
602011,校服晚风抱枕(次品),602011Name,602011Icon,602011Text,13,,,,999,,1,400,,3
602012,操场落日抱枕(次品),602012Name,602012Icon,602012Text,13,,,,999,,1,500,,3
602013,图书馆秘思抱枕(次品),602013Name,602013Icon,602013Text,13,,,,999,,1,500,,3
602014,天台告白抱枕(次品),602014Name,602014Icon,602014Text,13,,,,999,,1,500,,3
602015,月下青衫抱枕(次品),602015Name,602015Icon,602015Text,13,,,,999,,1,500,,3
602016,桃枝执扇抱枕(次品),602016Name,602016Icon,602016Text,13,,,,999,,1,500,,3
602017,山河辞赋抱枕(次品),602017Name,602017Icon,602017Text,13,,,,999,,1,500,,3
602018,云袖清欢抱枕(次品),602018Name,602018Icon,602018Text,13,,,,999,,1,500,,3
602019,灯影红笺抱枕(次品),602019Name,602019Icon,602019Text,13,,,,999,,1,500,,3
602020,霓虹战姬抱枕(次品),602020Name,602020Icon,602020Text,13,,,,999,,1,600,,3
602021,深空巡卫抱枕(次品),602021Name,602021Icon,602021Text,13,,,,999,,1,600,,3
602022,机甲星旅抱枕(次品),602022Name,602022Icon,602022Text,13,,,,999,,1,600,,3
602023,雨夜刃影抱枕(次品),602023Name,602023Icon,602023Text,13,,,,999,,1,600,,3
602024,虚空战歌抱枕(次品),602024Name,602024Icon,602024Text,13,,,,999,,1,600,,3
602025,猫屿午后抱枕(次品),602025Name,602025Icon,602025Text,13,,,,999,,1,600,,3
602026,雪落狐踪抱枕(次品),602026Name,602026Icon,602026Text,13,,,,999,,1,700,,4
602027,深海人鱼抱枕(次品),602027Name,602027Icon,602027Text,13,,,,999,,1,700,,4
602028,林间萤火抱枕(次品),602028Name,602028Icon,602028Text,13,,,,999,,1,700,,4
602029,浅海碎浪抱枕(次品),602029Name,602029Icon,602029Text,13,,,,999,,1,800,,5
603000,星野休憩毯子(次品),603000Name,603000Icon,603000Text,13,,,,999,,1,500,,4
603001,晚风橘绘毯子(次品),603001Name,603001Icon,603001Text,13,,,,999,,1,500,,4
603002,窗边白笺毯子(次品),603002Name,603002Icon,603002Text,13,,,,999,,1,500,,4
603003,青空信约毯子(次品),603003Name,603003Icon,603003Text,13,,,,999,,1,500,,4
603004,樱花私语毯子(次品),603004Name,603004Icon,603004Text,13,,,,999,,1,500,,4
603005,星轨魔导毯子(次品),603005Name,603005Icon,603005Text,13,,,,999,,1,500,,4
603006,雾境魔女毯子(次品),603006Name,603006Icon,603006Text,13,,,,999,,1,500,,4
603007,月光咒印毯子(次品),603007Name,603007Icon,603007Text,13,,,,999,,1,500,,4
603008,冰晶灵使毯子(次品),603008Name,603008Icon,603008Text,13,,,,999,,1,500,,4
603009,云间神谕毯子(次品),603009Name,603009Icon,603009Text,13,,,,999,,1,500,,4
603010,课间碎光毯子(次品),603010Name,603010Icon,603010Text,13,,,,999,,1,500,,4
603011,校服晚风毯子(次品),603011Name,603011Icon,603011Text,13,,,,999,,1,500,,4
603012,操场落日毯子(次品),603012Name,603012Icon,603012Text,13,,,,999,,1,600,,4
603013,图书馆秘思毯子(次品),603013Name,603013Icon,603013Text,13,,,,999,,1,600,,4
603014,天台告白毯子(次品),603014Name,603014Icon,603014Text,13,,,,999,,1,600,,4
603015,月下青衫毯子(次品),603015Name,603015Icon,603015Text,13,,,,999,,1,600,,4
603016,桃枝执扇毯子(次品),603016Name,603016Icon,603016Text,13,,,,999,,1,600,,4
603017,山河辞赋毯子(次品),603017Name,603017Icon,603017Text,13,,,,999,,1,600,,4
603018,云袖清欢毯子(次品),603018Name,603018Icon,603018Text,13,,,,999,,1,600,,4
603019,灯影红笺毯子(次品),603019Name,603019Icon,603019Text,13,,,,999,,1,600,,4
603020,霓虹战姬毯子(次品),603020Name,603020Icon,603020Text,13,,,,999,,1,700,,4
603021,深空巡卫毯子(次品),603021Name,603021Icon,603021Text,13,,,,999,,1,700,,4
603022,机甲星旅毯子(次品),603022Name,603022Icon,603022Text,13,,,,999,,1,700,,4
603023,雨夜刃影毯子(次品),603023Name,603023Icon,603023Text,13,,,,999,,1,700,,4
603024,虚空战歌毯子(次品),603024Name,603024Icon,603024Text,13,,,,999,,1,700,,4
603025,猫屿午后毯子(次品),603025Name,603025Icon,603025Text,13,,,,999,,1,700,,4
603026,雪落狐踪毯子(次品),603026Name,603026Icon,603026Text,13,,,,999,,1,800,,4
603027,深海人鱼毯子(次品),603027Name,603027Icon,603027Text,13,,,,999,,1,800,,4
603028,林间萤火毯子(次品),603028Name,603028Icon,603028Text,13,,,,999,,1,800,,4
603029,浅海碎浪毯子(次品),603029Name,603029Icon,603029Text,13,,,,999,,1,900,,5
604000,星野休憩立牌(次品),604000Name,604000Icon,604000Text,13,,,,999,,1,200,,1
604001,晚风橘绘立牌(次品),604001Name,604001Icon,604001Text,13,,,,999,,1,200,,1
604002,窗边白笺立牌(次品),604002Name,604002Icon,604002Text,13,,,,999,,1,200,,1
604003,青空信约立牌(次品),604003Name,604003Icon,604003Text,13,,,,999,,1,200,,1
604004,樱花私语立牌(次品),604004Name,604004Icon,604004Text,13,,,,999,,1,200,,1
604005,星轨魔导立牌(次品),604005Name,604005Icon,604005Text,13,,,,999,,1,200,,1
604006,雾境魔女立牌(次品),604006Name,604006Icon,604006Text,13,,,,999,,1,200,,1
604007,月光咒印立牌(次品),604007Name,604007Icon,604007Text,13,,,,999,,1,200,,1
604008,冰晶灵使立牌(次品),604008Name,604008Icon,604008Text,13,,,,999,,1,200,,1
604009,云间神谕立牌(次品),604009Name,604009Icon,604009Text,13,,,,999,,1,200,,1
604010,课间碎光立牌(次品),604010Name,604010Icon,604010Text,13,,,,999,,1,200,,1
604011,校服晚风立牌(次品),604011Name,604011Icon,604011Text,13,,,,999,,1,200,,1
604012,操场落日立牌(次品),604012Name,604012Icon,604012Text,13,,,,999,,1,300,,2
604013,图书馆秘思立牌(次品),604013Name,604013Icon,604013Text,13,,,,999,,1,300,,2
604014,天台告白立牌(次品),604014Name,604014Icon,604014Text,13,,,,999,,1,300,,2
604015,月下青衫立牌(次品),604015Name,604015Icon,604015Text,13,,,,999,,1,300,,2
